uniprotswissprot	uniprotsptrembl	wormbase_gene
Q17392		WBGene00000839
Q23639		WBGene00000840
Q21346		WBGene00000841
Q93561		WBGene00000843
P34271		WBGene00000845
	D7UU24	WBGene00000846
	Q8WSP3	WBGene00000846
	H2KYK0	WBGene00000846
	H2KYJ9	WBGene00000846
	Q8T666	WBGene00000846
Q03755		WBGene00000851
	Q21540	WBGene00000853
	Q95YE8	WBGene00000854
P34888		WBGene00000857
P34889		WBGene00000858
	P91138	WBGene00000859
	P91139	WBGene00000860
	P91140	WBGene00000861
	O44626	WBGene00000862
P34638		WBGene00000863
	Q7Z134	WBGene00000864
Q10653		WBGene00000865
	O45926	WBGene00000866
	Q9BLB5	WBGene00000867
Q10654		WBGene00000868
	Q18853	WBGene00000869
Q9U2M5		WBGene00000870
O01501		WBGene00000871
	H2KYI3	WBGene00000872
	Q7JP75	WBGene00000872
Q8WT44		WBGene00000874
	Q9XUS9	WBGene00000875
	G5EBX3	WBGene00000876
P52009		WBGene00000877
P52010		WBGene00000878
P52011		WBGene00000879
P52012		WBGene00000880
P52013		WBGene00000881
P52014		WBGene00000882
P52015		WBGene00000883
P52016		WBGene00000884
Q09637		WBGene00000885
P52017		WBGene00000886
P52018		WBGene00000887
	Q18445	WBGene00000888
	V6CLB6	WBGene00000888
	Q9U2S6	WBGene00000889
	D3NQB1	WBGene00000889
G5EEW6		WBGene00000890
	Q9U1Q3	WBGene00000891
	Q9XXI7	WBGene00000892
	H2L037	WBGene00000893
	A9D417	WBGene00000893
	Q8I4H0	WBGene00000894
	Q9U3A6	WBGene00000894
	Q8I4G9	WBGene00000894
	A5JYR4	WBGene00000894
	H2KY91	WBGene00000895
	Q86GT3	WBGene00000895
P52872		WBGene00000896
P20792		WBGene00000897
Q968Y9		WBGene00000898
	A0A0K3AUY1	WBGene00000898
	A0A0K3AXA0	WBGene00000898
	A0A0K3ARZ1	WBGene00000898
	A0A0K3AUA1	WBGene00000898
	A0A0K3ARE8	WBGene00000898
	Q95QI7	WBGene00000899
	Q95QI8	WBGene00000899
	O17532	WBGene00000899
	A0A0K3AVK9	WBGene00000899
	A0A0K3ASQ1	WBGene00000899
	A0A0K3AWB3	WBGene00000899
	A0A0K3AYJ4	WBGene00000899
	A0A0K3ATA0	WBGene00000899
	A0A0K3AVL3	WBGene00000899
P50488		WBGene00000900
	A0A131MBJ8	WBGene00000900
	Q8ITX8	WBGene00000900
	G8JY02	WBGene00000900
	A0A131MB12	WBGene00000900
	G5EDM7	WBGene00000901
	Q19945	WBGene00000902
P92172		WBGene00000903
	Q21733	WBGene00000904
H2KYS3		WBGene00000905
G5EFW7		WBGene00000906
Q8I4N4		WBGene00000907
	A0A0K3AUK6	WBGene00000907
G5EFF5		WBGene00000908
	G5EEP2	WBGene00000910
	F5GUE5	WBGene00000910
	G5EF88	WBGene00000911
	G5EEV7	WBGene00000911
	Q68TI8	WBGene00000911
	S6F588	WBGene00000911
	S6FD39	WBGene00000911
O16850		WBGene00000912
	A0A0K3AWG6	WBGene00000912
	A0A0K3AR63	WBGene00000912
	A0A0K3AR95	WBGene00000912
	A0A0K3ATP5	WBGene00000912
G5EE01		WBGene00000913
Q09555		WBGene00000914
	G5EBW8	WBGene00000914
	C0P280	WBGene00000914
	S6EZR7	WBGene00000914
Q18688		WBGene00000915
Q9N3Q8		WBGene00000917
	Q9NEK7	WBGene00000920
O61219		WBGene00000923
	Q86LS4	WBGene00000928
	Q21285	WBGene00000929
	Q23262	WBGene00000930
Q9XVS4		WBGene00000931
	Q8MPY0	WBGene00000932
	G5EFC8	WBGene00000933
Q03614		WBGene00000934
Q20870		WBGene00000935
	G5EEL5	WBGene00000936
Q966M6		WBGene00000937
	G5ECM2	WBGene00000938
	G5ED89	WBGene00000938
P34529		WBGene00000939
G5EFS4		WBGene00000940
	D8FRQ0	WBGene00000940
Q9N408		WBGene00000941
P19826		WBGene00000942
	Q9BI31	WBGene00000942
	Q8MPS2	WBGene00000942
	V6CJ36	WBGene00000942
	V6CK82	WBGene00000942
	V6CLL2	WBGene00000942
	V6CLK1	WBGene00000942
	V6CLG2	WBGene00000942
P24585		WBGene00000950
P54244		WBGene00000951
Q19038		WBGene00000952
	A0A3B1DQL6	WBGene00000952
	A0A3B1E9Z7	WBGene00000952
	G5ECD8	WBGene00000953
	D3YT21	WBGene00000953
O76554		WBGene00000955
	H9G2Y4	WBGene00000955
	Q7JNZ1	WBGene00000958
	Q17860	WBGene00000958
	Q58AU6	WBGene00000958
	Q58AU5	WBGene00000958
	Q58AU4	WBGene00000958
	H2KYI9	WBGene00000959
	Q7Z2A0	WBGene00000959
	Q7Z299	WBGene00000959
Q03603		WBGene00000960
	Q22629	WBGene00000961
Q19020		WBGene00000962
	A0A163VTS9	WBGene00000962
Q21773		WBGene00000963
Q18677		WBGene00000964
	P91013	WBGene00000965
	O01758	WBGene00000966
	H2KYZ9	WBGene00000966
	Q86NJ7	WBGene00000966
A5JYX5		WBGene00000967
	O18030	WBGene00000968
Q10130		WBGene00000969
	Q09979	WBGene00000970
	Q19062	WBGene00000971
	O45680	WBGene00000972
	U4PB98	WBGene00000972
	U4PLQ0	WBGene00000972
	Q9N538	WBGene00000973
	A0A163UT65	WBGene00000974
	A0A168H2Z9	WBGene00000974
	G5EG13	WBGene00000975
	O16619	WBGene00000976
	Q9N5G3	WBGene00000977
	Q9N5G1	WBGene00000978
O16881		WBGene00000979
	Q1XFZ3	WBGene00000980
	Q18639	WBGene00000981
	Q22392	WBGene00000982
	Q20012	WBGene00000983
Q21929		WBGene00000984
	Q9XVS9	WBGene00000985
	O45709	WBGene00000986
	Q9U1Y6	WBGene00000987
	Q19246	WBGene00000988
	Q23612	WBGene00000989
Q11177		WBGene00000990
	Q21481	WBGene00000991
	Q19843	WBGene00000992
	Q65ZI3	WBGene00000993
	H2KZC8	WBGene00000994
	B7WN63	WBGene00000994
	A0A131MCL4	WBGene00000995
	A0A131MCR4	WBGene00000995
Q27257		WBGene00000996
Q09165		WBGene00000998
	Q8MQ08	WBGene00000998
Q18066		WBGene00001000
Q17632		WBGene00001001
Q21625		WBGene00001002
Q22799		WBGene00001005
G5ECY0		WBGene00001006
	G5ED34	WBGene00001007
	G5ECK7	WBGene00001007
O01700		WBGene00001008
	D6VPA3	WBGene00001008
	Q9U3F2	WBGene00001016
	Q23542	WBGene00001017
	E2JKZ0	WBGene00001017
	E2JKY8	WBGene00001017
	L8EC32	WBGene00001017
	L8E938	WBGene00001017
Q09248		WBGene00001018
Q17438		WBGene00001019
Q17433		WBGene00001020
	Q93171	WBGene00001021
	P91014	WBGene00001022
Q09446		WBGene00001023
	Q8MQF1	WBGene00001023
	P91189	WBGene00001025
	Q95QQ1	WBGene00001026
	B2MZA7	WBGene00001026
	P91243	WBGene00001027
Q8TA83		WBGene00001028
	Q94216	WBGene00001029
	O45502	WBGene00001030
	Q20774	WBGene00001031
	Q21162	WBGene00001032
	E5QCE7	WBGene00001032
	Q21324	WBGene00001033
	U4PF47	WBGene00001033
	Q22028	WBGene00001034
	C1P627	WBGene00001034
	O62360	WBGene00001035
	Q22138	WBGene00001036
	O16303	WBGene00001037
Q8MPX3		WBGene00001038
P91454		WBGene00001039
	O17002	WBGene00001040
	Q22751	WBGene00001041
	Q9TY07	WBGene00001042
	G5EDJ6	WBGene00001043
	D7SFQ5	WBGene00001043
	D7SFQ6	WBGene00001043
	Q9U2L4	WBGene00001044
	Q9XWE1	WBGene00001045
	Q25AR9	WBGene00001045
	Q9N3E0	WBGene00001046
	Q9U1W0	WBGene00001047
	Q9U1V9	WBGene00001047
	Q95Y44	WBGene00001048
	A0A078BS22	WBGene00001048
	O62217	WBGene00001049
Q10660		WBGene00001050
Q17868		WBGene00001051
	Q86ME6	WBGene00001052
	Q86ME5	WBGene00001052
	Q86ME4	WBGene00001052
	G5EEM7	WBGene00001053
	G5EBI6	WBGene00001053
	E7EM37	WBGene00001053
	H2L2G2	WBGene00001053
Q7JKY3		WBGene00001054
	D6R8X0	WBGene00001054
Q18253		WBGene00001055
	H2KZK7	WBGene00001056
	Q965K3	WBGene00001056
	Q19086	WBGene00001057
	Q9TYX1	WBGene00001058
	U4PB38	WBGene00001058
P34422		WBGene00001059
	H2L0B1	WBGene00001060
	Q8MXE4	WBGene00001060
Q22703		WBGene00001061
	Q9XVK1	WBGene00001062
	G4SNP7	WBGene00001063
	Q9TXR6	WBGene00001063
P35799		WBGene00001064
	Q19079	WBGene00001065
	O62432	WBGene00001066
P91285		WBGene00001067
	Q94185	WBGene00001068
P34688		WBGene00001069
	Q18345	WBGene00001070
	O16787	WBGene00001071
	U4PBE1	WBGene00001071
P35800		WBGene00001072
	G5EC91	WBGene00001073
P17657		WBGene00001074
	G5EEB6	WBGene00001075
	Q20778	WBGene00001076
Q10576		WBGene00001077
P34413		WBGene00001078
P34807		WBGene00001079
Q9GRZ3		WBGene00001080
Q20497		WBGene00001081
P35603		WBGene00001082
G5EGE9		WBGene00001085
P48996		WBGene00001086
Q9U2M1		WBGene00001087
Q10661		WBGene00001088
Q94251		WBGene00001089
	A0A0K3AS68	WBGene00001089
	G5EDI8	WBGene00001090
	V6CIX1	WBGene00001090
	O45550	WBGene00001092
	G5EDY8	WBGene00001093
	Q8WQC9	WBGene00001093
Q03577		WBGene00001094
	P90831	WBGene00001095
Q93246		WBGene00001096
	G5ECG7	WBGene00001099
	B7WN58	WBGene00001101
	B1Q240	WBGene00001101
	H2KZ17	WBGene00001101
	A0A0K3AQZ1	WBGene00001101
	A0A0K3AUI8	WBGene00001101
	A0A0K3AWU4	WBGene00001101
	Q18239	WBGene00001102
	O45201	WBGene00001103
	O45203	WBGene00001104
	Q95Y10	WBGene00001105
	U4PBR7	WBGene00001105
	Q93519	WBGene00001106
	Q20971	WBGene00001107
	O45602	WBGene00001108
	Q7YXD2	WBGene00001109
	Q7JLI8	WBGene00001110
	U4PBM0	WBGene00001112
	U4PBZ5	WBGene00001112
	U4PMF4	WBGene00001112
	Q19790	WBGene00001113
	Q7JLY2	WBGene00001113
	Q95ZV0	WBGene00001113
	Q7JLY3	WBGene00001113
	D3YT33	WBGene00001113
	D3YT34	WBGene00001113
	H9G2U4	WBGene00001113
	H9G2T6	WBGene00001113
	H9G2U6	WBGene00001113
	H9G2T7	WBGene00001113
	H9G2U2	WBGene00001113
	H9G2T9	WBGene00001113
	H9G2U1	WBGene00001113
	H9G2U3	WBGene00001113
	H9G2T8	WBGene00001113
	H9G2U5	WBGene00001113
	H9G2U7	WBGene00001113
	H9G2U0	WBGene00001113
	A0A061ACN9	WBGene00001113
Q9Y048		WBGene00001115
	W6RR09	WBGene00001115
	W6RY31	WBGene00001115
Q8STF6		WBGene00001116
Q8I7G4		WBGene00001117
G5ECZ4		WBGene00001118
Q6I6D4		WBGene00001119
B3WFY8		WBGene00001121
Q0G838		WBGene00001122
Q09276		WBGene00001123
	Q17595	WBGene00001127
Q95QT8		WBGene00001129
P39055		WBGene00001130
Q9TW65		WBGene00001131
	V6CJD7	WBGene00001131
	V6CKJ6	WBGene00001131
	V6CLW7	WBGene00001131
	V6CL65	WBGene00001131
	V6CIR0	WBGene00001131
	V6CLV8	WBGene00001131
	V6CLR8	WBGene00001131
	V6CJE3	WBGene00001131
	G5EC72	WBGene00001132
	G5EEL1	WBGene00001132
	G5EEF6	WBGene00001132
	G5EFL5	WBGene00001132
	G5EFG1	WBGene00001132
Q9U298		WBGene00001133
	Q18965	WBGene00001134
P34644		WBGene00001135
	S6DQ91	WBGene00001135
Q27295		WBGene00001136
	P90735	WBGene00001137
	O17589	WBGene00001145
	Q8T3F0	WBGene00001145
	Q86DB4	WBGene00001147
	Q6EUT2	WBGene00001147
Q9NL29		WBGene00001148
P54688		WBGene00001149
	O17612	WBGene00001150
	Q20184	WBGene00001151
	D1MN80	WBGene00001151
	Q20376	WBGene00001152
	A0A131MCK1	WBGene00001152
	Q09603	WBGene00001153
	O45106	WBGene00001154
P34559		WBGene00001155
	Q9NEZ8	WBGene00001156
	O17761	WBGene00001157
	O17762	WBGene00001158
	A0A061AKU6	WBGene00001158
	G5ECA1	WBGene00001159
	G5EBM0	WBGene00001159
O01991		WBGene00001160
	G5EF11	WBGene00001161
	Q9U289	WBGene00001162
	A5HWA6	WBGene00001162
	A5HWA7	WBGene00001162
	A5HWA8	WBGene00001162
	Q9U3M2	WBGene00001163
	Q19475	WBGene00001164
O44516		WBGene00001165
	Q23463	WBGene00001166
P29691		WBGene00001167
P53013		WBGene00001168
P53013		WBGene00001169
	Q86NF4	WBGene00001169
	Q86NF3	WBGene00001169
	G8JY74	WBGene00001169
O61667		WBGene00001170
	O44164	WBGene00001171
	A0A0K3AVF4	WBGene00001171
G5ECN9		WBGene00001172
O76360		WBGene00001173
	U4PRL6	WBGene00001173
	U4PEQ9	WBGene00001173
P17486		WBGene00001174
	G5EFX1	WBGene00001175
	B8ZZ05	WBGene00001175
G5EBH0		WBGene00001177
	A0A0K3AXH8	WBGene00001177
	A0A0K3AS71	WBGene00001177
	A0A0K3AUL3	WBGene00001177
	A0A0K3ARQ7	WBGene00001177
	A0A0K3AV83	WBGene00001177
	A0A0K3AXI3	WBGene00001177
	A0A0K3AS74	WBGene00001177
	A0A0K3AUL7	WBGene00001177
	A0A0K3ARR2	WBGene00001177
	A0A0K3AV92	WBGene00001177
	A0A0K3AXJ0	WBGene00001177
	A0A0K3AS80	WBGene00001177
	A0A0K3AUM3	WBGene00001177
	A0A0K3ARR7	WBGene00001177
	A0A0K3AV97	WBGene00001177
	A0A0K3AXJ6	WBGene00001177
	A0A0K3AS85	WBGene00001177
	A0A0K3AUN1	WBGene00001177
	A0A0K3ARS4	WBGene00001177
	A0A0K3AVA5	WBGene00001177
	A0A0K3AXK2	WBGene00001177
	A0A0K3AS90	WBGene00001177
G5EBV0		WBGene00001178
P49809		WBGene00001179
	F5GUC9	WBGene00001179
	F5GUD0	WBGene00001179
Q23045		WBGene00001182
	A0A1C3NSN8	WBGene00001182
	A0A1C3NSN7	WBGene00001182
Q10656		WBGene00001184
	A0A0K3AYK2	WBGene00001184
	A0A0K3ATB0	WBGene00001184
	A0A0K3AVM0	WBGene00001184
	A0A0K3ASR7	WBGene00001184
	A0A0K3AWC2	WBGene00001184
	A0A0K3AYK6	WBGene00001184
	A0A0K3ATB5	WBGene00001184
	A0A0K3AVM4	WBGene00001184
	A0A0K3ASS4	WBGene00001184
	A0A0K3AWC6	WBGene00001184
	A0A0K3AYL0	WBGene00001184
	G5EEF1	WBGene00001185
	G5EGF4	WBGene00001186
	U4PMB4	WBGene00001186
	G5EG02	WBGene00001187
	Q8MQA1	WBGene00001187
	W6RY76	WBGene00001187
	G5EG05	WBGene00001188
O17754		WBGene00001189
	Q9XXF6	WBGene00001190
	C0Z3L1	WBGene00001190
	A0A061AL62	WBGene00001190
	P91082	WBGene00001193
	A0A0K3AWT5	WBGene00001193
Q09228		WBGene00001194
	A0A0K3ATV0	WBGene00001194
	A0A0K3AQW8	WBGene00001194
	A0A0K3AUG2	WBGene00001194
	A0A0K3AWS4	WBGene00001194
	A0A0K3ARG1	WBGene00001194
	A0A0K3ATV3	WBGene00001194
	A0A0K3AQX3	WBGene00001194
	A0A0K3AUG7	WBGene00001194
	A0A0K3AWS8	WBGene00001194
	A0A0K3ARG6	WBGene00001194
	A0A0K3ATV6	WBGene00001194
	A0A0K3AQX8	WBGene00001194
	A0A0K3AUH3	WBGene00001194
	A0A0K3AWT1	WBGene00001194
	G5EGU1	WBGene00001196
	Q8T3G5	WBGene00001196
	X5LQ30	WBGene00001196
G5EFC3		WBGene00001202
	G5ED14	WBGene00001204
	Q22024	WBGene00001207
	Q7JM79	WBGene00001207
Q19849		WBGene00001208
	A0A2C9C3H3	WBGene00001208
	A0A2C9C3C4	WBGene00001208
	A0A2C9C2P8	WBGene00001208
	A0A2C9C2W1	WBGene00001208
	A0A2C9C333	WBGene00001208
P34339		WBGene00001209
	G5EFY4	WBGene00001210
	G5EDX4	WBGene00001211
	Q18760	WBGene00001211
	G5EBQ3	WBGene00001214
	G5EBN5	WBGene00001215
	Q9NA90	WBGene00001215
	H8ESG1	WBGene00001215
	Q65XX7	WBGene00001223
	Q9N4M6	WBGene00001223
	H2L026	WBGene00001223
	Q9BIF4	WBGene00001224
Q9XWI6		WBGene00001225
O02328		WBGene00001226
P30642		WBGene00001227
O61820		WBGene00001228
Q18967		WBGene00001229
Q19706		WBGene00001230
O01974		WBGene00001231
Q965S8		WBGene00001232
	A0A061ADR6	WBGene00001232
Q9XUP3		WBGene00001233
O62106		WBGene00001234
	G5ECR7	WBGene00001235
	Q9BKS1	WBGene00001236
	Q23153	WBGene00001237
	G5EEE5	WBGene00001239
	K8ES54	WBGene00001239
	Q9XVQ9	WBGene00001240
P49191		WBGene00001241
Q03574		WBGene00001242
Q20300		WBGene00001243
Q20303		WBGene00001244
	Q20904	WBGene00001245
	F3Y5R4	WBGene00001246
	F3Y5R6	WBGene00001246
	Q9NAC6	WBGene00001247
O45487		WBGene00001248
	C4ALD8	WBGene00001248
	Q3S1J8	WBGene00001249
P28515		WBGene00001249
	H9G2S6	WBGene00001249
	H9G2S7	WBGene00001249
	H9G2S5	WBGene00001249
	A0A061ACV8	WBGene00001249
Q10655		WBGene00001250
	G5ECF7	WBGene00001251
	B7WN96	WBGene00001251
	E5QCG7	WBGene00001251
	E5QCG8	WBGene00001251
	Q8MQA7	WBGene00001252
	D0VWN0	WBGene00001252
	G5EGN3	WBGene00001253
	Q9U1Q7	WBGene00001258
	D8FRP8	WBGene00001258
	D8FRP9	WBGene00001258
	I2HAI1	WBGene00001258
	A0A0K3AW63	WBGene00001258
P34703		WBGene00001259
	Q09590	WBGene00001262
P17139		WBGene00001263
G5EG38		WBGene00001281
P34441		WBGene00001284
Q19967		WBGene00001303
O01971		WBGene00001309
	G5EDN4	WBGene00001310
	Q9XUW7	WBGene00001311
	G5EDJ3	WBGene00001320
	F5GU99	WBGene00001320
	G5EDU4	WBGene00001324
	U4PEC2	WBGene00001324
	G5EE70	WBGene00001325
	G5EGD8	WBGene00001325
	A0A0K3ASL2	WBGene00001325
	A0A0K3AW79	WBGene00001325
	G5EEV6	WBGene00001328
Q21313		WBGene00001328
	C1P640	WBGene00001328
	C1P641	WBGene00001328
	A0A061AD21	WBGene00001328
	A0A061AJI9	WBGene00001328
	Q9BI72	WBGene00001329
	Q9BI71	WBGene00001329
	O18250	WBGene00001330
	Q7YTG1	WBGene00001330
	Q7YTG2	WBGene00001330
	G5ED33	WBGene00001330
	G5EFE0	WBGene00001330
	A0A061ACP8	WBGene00001330
	A0A061ADW6	WBGene00001330
	A0A061ACM2	WBGene00001330
	A0A061AJ42	WBGene00001330
	A0A061AKT4	WBGene00001330
P48583		WBGene00001331
O44406		WBGene00001332
	U4PC85	WBGene00001332
	U4PCK7	WBGene00001332
	G5EES2	WBGene00001333
	G5EBK3	WBGene00001333
Q7YTU4		WBGene00001334
	B7FAS8	WBGene00001334
	V6CJW5	WBGene00001334
	V6CLA8	WBGene00001334
	Q20005	WBGene00001335
	Q8WT52	WBGene00001335
	L8E817	WBGene00001335
O62431		WBGene00001336
	D3YT95	WBGene00001336
	D3YT96	WBGene00001336
	I2HAI0	WBGene00001336
	Q23315	WBGene00001337
	O44413	WBGene00001338
	G5EF03	WBGene00001340
	A8DYR9	WBGene00001340
	A8DYS3	WBGene00001340
	A8DYS1	WBGene00001340
	A8DYS0	WBGene00001340
	A7KQE9	WBGene00001340
	A0A0K3AUP0	WBGene00001340
	A0A0K3AX05	WBGene00001340
	A0A0K3ARP1	WBGene00001340
	A0A0K3AU13	WBGene00001340
	A0A0K3AR37	WBGene00001340
	A0A0K3AUP5	WBGene00001340
	A0A0K3AX10	WBGene00001340
	A0A0K3ARP5	WBGene00001340
	A0A0K3AU17	WBGene00001340
	A0A0K3AR42	WBGene00001340
	A0A0K3AUQ1	WBGene00001340
	A0A0K3AX15	WBGene00001340
	A0A0K3ARQ0	WBGene00001340
G5ECG2		WBGene00001345
	G5EC05	WBGene00001352
Q19705		WBGene00001358
	Q7YTQ6	WBGene00001362
Q8WQA4		WBGene00001365
	G5ECM5	WBGene00001366
	X5LV34	WBGene00001366
	X5M8S5	WBGene00001366
	Q20084	WBGene00001368
O45405		WBGene00001371
	G5EBR7	WBGene00001372
	Q564V5	WBGene00001372
G5ECJ0		WBGene00001373
	P91256	WBGene00001374
	Q5WRQ6	WBGene00001374
	H2KZQ6	WBGene00001374
	H2KZQ7	WBGene00001374
O17670		WBGene00001377
P34382		WBGene00001385
	G1K0V6	WBGene00001385
P34383		WBGene00001386
	Q19478	WBGene00001387
	Q19477	WBGene00001388
	Q19480	WBGene00001389
	B5U8N0	WBGene00001389
	Q9XUB7	WBGene00001390
	Q9TZ51	WBGene00001391
	H2KY95	WBGene00001391
	A0A0K3AWY0	WBGene00001391
	Q21152	WBGene00001392
Q9NEQ0		WBGene00001393
G5EGA5		WBGene00001394
	A0A061AJ35	WBGene00001394
Q23221		WBGene00001395
	N1NTM6	WBGene00001395
G5EG11		WBGene00001396
G5ED44		WBGene00001397
G5EGN2		WBGene00001398
G5EGH6		WBGene00001399
	G5EDJ0	WBGene00001400
	J7S155	WBGene00001400
Q9N5M6		WBGene00001401
Q09312		WBGene00001402
O77469		WBGene00001403
	A0A061ACI3	WBGene00001403
	A0A061ADQ1	WBGene00001403
	A0A061ACF5	WBGene00001403
	A0A061AIV4	WBGene00001403
	A0A061AKL1	WBGene00001403
	G5EBJ7	WBGene00001404
Q9XVE5		WBGene00001405
G5EEP3		WBGene00001406
Q9BKZ9		WBGene00001410
	A0A0K3ARY0	WBGene00001410
P17221		WBGene00001411
P49594		WBGene00001412
P34691		WBGene00001413
	H2L280	WBGene00001413
Q17388		WBGene00001414
	B2D6N9	WBGene00001414
Q22053		WBGene00001423
	Q20291	WBGene00001424
	H2KZR0	WBGene00001425
	Q6AHP8	WBGene00001425
	Q20107	WBGene00001426
	F1LIM6	WBGene00001426
	Q9U2Q8	WBGene00001427
	O16309	WBGene00001428
	Q23338	WBGene00001429
	P91180	WBGene00001430
	Q95Q60	WBGene00001430
	O45418	WBGene00001431
	O61826	WBGene00001432
	Q8I4E5	WBGene00001433
	Q22510	WBGene00001434
	Q95QA9	WBGene00001434
	A0A078BQN7	WBGene00001435
	A0A078BTN3	WBGene00001435
	O17617	WBGene00001436
Q19802		WBGene00001437
	Q10924	WBGene00001438
	Q86MF0	WBGene00001439
	Q86ME9	WBGene00001439
	V6CIY1	WBGene00001439
	V6CK27	WBGene00001439
	V6CLX2	WBGene00001439
	V6CLW4	WBGene00001439
	V6CLH2	WBGene00001439
	V6CLS2	WBGene00001439
	V6CJE7	WBGene00001439
	V6CKK8	WBGene00001439
	V6CLX8	WBGene00001439
	V6CLF5	WBGene00001439
	V6CLC1	WBGene00001439
	V6CIY6	WBGene00001439
	Q9TZK1	WBGene00001440
	H2KZ39	WBGene00001440
	Q21187	WBGene00001441
	Q7Z136	WBGene00001441
	Q2L6X6	WBGene00001441
	O17593	WBGene00001442
P34268		WBGene00001443
P41855		WBGene00001444
	G5EFN6	WBGene00001445
	G5EDZ1	WBGene00001445
Q23212		WBGene00001446
	G5EG31	WBGene00001447
O61466		WBGene00001448
Q19165		WBGene00001449
G5EEC2		WBGene00001450
	G5EGN5	WBGene00001451
	Q8WQF5	WBGene00001451
Q18502		WBGene00001452
	G5EF22	WBGene00001453
Q21156		WBGene00001454
	G5EBV5	WBGene00001455
O44185		WBGene00001456
Q9XWV7		WBGene00001457
	O46023	WBGene00001458
Q7YX32		WBGene00001459
	A3QM96	WBGene00001460
Q9N4V0		WBGene00001461
Q9XVX1		WBGene00001462
	Q95QP2	WBGene00001463
	Q18234	WBGene00001464
	G5EGI5	WBGene00001465
	Q21013	WBGene00001466
Q9NLA1		WBGene00001468
	Q23590	WBGene00001470
	G5EDK5	WBGene00001475
	A0A0K3AUS4	WBGene00001475
	A0A0K3ARX2	WBGene00001475
	G5EDP6	WBGene00001476
	G5EBJ9	WBGene00001477
	G5ECJ8	WBGene00001478
	A0A1X7RC69	WBGene00001478
	G5EDG8	WBGene00001479
	G5ED43	WBGene00001480
	A0A0K3AS63	WBGene00001480
	Q95XX9	WBGene00001481
	G5EBS6	WBGene00001481
	A0A0K3ATT1	WBGene00001481
	A0A0K3AQU4	WBGene00001481
	G5EEX5	WBGene00001482
	Q2YS43	WBGene00001482
	G5EDX7	WBGene00001483
Q10572		WBGene00001484
	A0A168HBX9	WBGene00001484
	A0A168HBS9	WBGene00001484
	G5EGH9	WBGene00001485
	M1ZMI3	WBGene00001485
Q9TY03		WBGene00001486
Q22146		WBGene00001487
	G5EEP9	WBGene00001488
	G5EFD6	WBGene00001488
	G5EEG8	WBGene00001488
	G5EBP4	WBGene00001488
	Q9GP93	WBGene00001489
	H2KZV9	WBGene00001489
	O17905	WBGene00001490
	A0A1X7RBN3	WBGene00001490
	G5EDC0	WBGene00001490
	H2KYZ6	WBGene00001491
	Q95Q79	WBGene00001491
	H2KYZ7	WBGene00001491
	Q33BL4	WBGene00001492
	H8W3Y2	WBGene00001492
	Q9XXK4	WBGene00001493
	Q8MXE9	WBGene00001494
	Q8MXF0	WBGene00001494
	Q8ITW4	WBGene00001494
	G5EBZ5	WBGene00001495
	G5EF45	WBGene00001495
	G5EFJ6	WBGene00001495
	G5EEN2	WBGene00001495
	G5EEJ5	WBGene00001495
	C6KRI0	WBGene00001495
	A0A1X7RBM2	WBGene00001495
	A0A1X7RC83	WBGene00001495
	A0A1X7RC80	WBGene00001495
	A0A1X7RBV0	WBGene00001495
	O02254	WBGene00001496
	E1B6U6	WBGene00001496
	Q9GYS8	WBGene00001497
	Q86B36	WBGene00001497
Q19713		WBGene00001498
Q18223		WBGene00001499
	O16453	WBGene00001500
	Q9TYS3	WBGene00001501
Q20655		WBGene00001502
	Q95ZT1	WBGene00001502
	W6EKY2	WBGene00001502
O17214		WBGene00001503
	Q8ITZ0	WBGene00001503
G5EDR5		WBGene00001505
P91200		WBGene00001506
	G5EEL7	WBGene00001507
G5EFE7		WBGene00001508
Q23424		WBGene00001509
	Q09649	WBGene00001510
Q09373		WBGene00001511
O18276		WBGene00001512
O16519		WBGene00001513
	O45134	WBGene00001514
Q22720		WBGene00001515
Q8MLZ5		WBGene00001516
Q18007		WBGene00001517
Q09388		WBGene00001518
	Q8MQ41	WBGene00001518
	Q8MQ40	WBGene00001518
	Q8I7J8	WBGene00001518
Q9U7D5		WBGene00001519
Q93873		WBGene00001520
Q19000		WBGene00001522
	Q21526	WBGene00001523
H2L099		WBGene00001526
	A0A0K3ASB9	WBGene00001526
	A0A0K3AVW5	WBGene00001526
	A0A0K3AY55	WBGene00001526
	A0A0K3ASW2	WBGene00001526
Q20117		WBGene00001527
Q09435		WBGene00001528
Q10029		WBGene00001529
Q10028		WBGene00001530
Q23681		WBGene00001531
Q23682		WBGene00001532
N1NVB7		WBGene00001533
H2L002		WBGene00001534
Q9GYQ4		WBGene00001535
E7EAU8		WBGene00001536
Q18331		WBGene00001537
Q19187		WBGene00001538
Q19768		WBGene00001539
Q23310		WBGene00001540
P91550		WBGene00001541
X5M8U1		WBGene00001542
G5EFQ0		WBGene00001543
	A0A2K5ATP8	WBGene00001544
	A0A2K5ATR8	WBGene00001544
	A0A2K5ATQ4	WBGene00001544
O62179		WBGene00001545
O16715		WBGene00001546
Q9XTY1		WBGene00001547
G5EEE9		WBGene00001548
A0A078BQP2		WBGene00001549
Q9XU42		WBGene00001550
Q86C56		WBGene00001551
	A0A163UTN8	WBGene00001551
Q6DNF7		WBGene00001552
P90895		WBGene00001553
	G5EGJ1	WBGene00001553
	H2L2D1	WBGene00001553
P92006		WBGene00001554
